0808|Anteile an herrschender oder mehrheitlich beteiligter Gesellschaft, Kapitalgesellschaften
0809|Anteile an herrschender oder mehrheitlich beteiligter Gesellschaft
0810|Ausleihungen an verbundene Unternehmen
0813|Ausleihungen an verbundene Unternehmen, Personengesellschaften
0814|Ausleihungen an verbundene Unternehmen, Kapitalgesellschaften
0815|Ausleihungen an verbundene Unternehmen, Einzelunternehmen
0820|Beteiligungen
0829|Beteiligung einer GmbH & Co. KG an einer Komplementär-GmbH
0830|Typisch stille Beteiligungen
0840|Atypisch stille Beteiligungen
0850|Beteiligungen an Kapitalgesellschaften
0860|Beteiligungen an Personengesellschaften
0880|Ausleihungen an Unternehmen, mit denen ein Beteiligungsverhältnis besteht
0883|Ausleihungen an Unternehmen, mit denen ein Beteiligungsverhältnis besteht, Personengesellschaften
0885|Ausleihungen an Unternehmen, mit denen ein Beteiligungsverhältnis besteht, Kapitalgesellschaften
0900|Wertpapiere des Anlagevermögens
0910|Wertpapiere mit Gewinnbeteiligungsansprüchen, die dem Teileinkünfteverfahren unterliegen
0920|Festverzinsliche Wertpapiere
0930|Übrige sonstige Ausleihungen
0940|Darlehen
0960|Ausleihungen an Gesellschafter
0961|Ausleihungen an GmbH-Gesellschafter
0962|Ausleihungen an persönlich haftende Gesellschafter
0963|Ausleihungen an Kommanditisten
0970|Ausleihungen an nahe stehende Personen
0980|Genossenschaftsanteile zum langfristigen Verbleib
0990|Rückdeckungsansprüche aus Lebensversicherungen zum langfristigen Verbleib
1000|Roh-, Hilfs- und Betriebsstoffe (Bestand)
1040|Unfertige Erzeugnisse, unfertige Leistungen (Bestand)
1050|Unfertige Erzeugnisse (Bestand)
1080|Unfertige Leistungen (Bestand)
1090|In Ausführung befindliche Bauaufträge
1095|In Arbeit befindliche Aufträge
1100|Fertige Erzeugnisse und Waren (Bestand)
1110|Fertige Erzeugnisse (Bestand)
1140|Waren (Bestand)
1180|Geleistete Anzahlungen auf Vorräte
1181|Geleistete Anzahlungen 7 % Vorsteuer
1182|Geleistete Anzahlungen, 5 % Vorsteuer
1184|Geleistete Anzahlungen, 16 % Vorsteuer
1186|Geleistete Anzahlungen 19 % Vorsteuer
1190|Erhaltene Anzahlungen auf Bestellungen (von Vorräten offen abgesetzt)
1200|Forderungen aus Lieferungen und Leistungen
1201|Forderungen aus Lieferungen und Leistungen
1210|Forderungen aus Lieferungen und Leistungen ohne Kontokorrent
1215|Forderungen aus Lieferungen und Leistungen zum allgemeinen Umsatzsteuersatz oder eines Kleinunternehmers (EÜR)
1216|Forderungen aus Lieferungen und Leistungen zum ermäßigten Umsatzsteuersatz (EÜR)
1217|Forderungen aus steuerfreien oder nicht steuerbaren Lieferungen und Leistungen (EÜR)
1218|Forderungen aus Lieferungen und Leistungen nach Durchschnittssätzen nach § 24 UStG (EÜR)
1219|Gegenkonto 1215-1218 bei Aufteilung der Forderungen nach Steuersätzen (EÜR)
1220|Forderungen nach § 11 Abs. 1 Satz 2 EStG für § 4 Abs. 3 EStG
1221|Forderungen aus Lieferungen und Leistungen ohne Kontokorrent – Restlaufzeit bis 1 Jahr
1225|– Restlaufzeit größer 1 Jahr
1240|Zweifelhafte Forderungen
1241|– Restlaufzeit bis 1 Jahr
1245|– Restlaufzeit größer 1 Jahr
1246|Einzelwertberichtigungen auf Forderungen – Restlaufzeit bis 1 Jahr
1247|– Restlaufzeit größer 1 Jahr
1248|Pauschalwertberichtigung auf Forderungen – Restlaufzeit bis 1 Jahr
1249|– Restlaufzeit größer 1 Jahr
1250|Forderungen aus Lieferungen und Leistungen gegen Gesellschafter
1251|– Restlaufzeit bis 1 Jahr
1255|– Restlaufzeit größer 1 Jahr
1258|Gegenkonto zu sonstigen Vermögensgegenständen bei Buchungen über Debitorenkonto
1259|Gegenkonto 1221-1229, 1240-1245,1250-1257, 1270-1279, 1290-1297 bei Aufteilung Debitorenkonto
1260|Forderungen gegen verbundene Unternehmen
1261|– Restlaufzeit bis 1 Jahr
1265|– Restlaufzeit größer 1 Jahr
1270|Forderungen aus Lieferungen und Leistungen gegen verbundene Unternehmen
1271|– Restlaufzeit bis 1 Jahr
1275|– Restlaufzeit größer 1 Jahr
1276|Wertberichtigungen auf Forderungen gegen verbundene Unternehmen – Restlaufzeit bis 1 Jahr
1277|– Restlaufzeit größer 1 Jahr
1280|Forderungen gegen Unternehmen, mit denen ein Beteiligungsverhältnis besteht
1281|– Restlaufzeit bis 1 Jahr
1285|– Restlaufzeit größer 1 Jahr
1290|Forderungen aus Lieferungen und Leistungen gegen Unternehmen, mit denen ein Beteiligungsverhältnis besteht
1291|– Restlaufzeit bis 1 Jahr
1295|– Restlaufzeit größer 1 Jahr
1296|Wertberichtigungen auf Forderungen gegen Unternehmen, mit denen ein Beteiligungsverhältnis besteht – Restlaufzeit bis 1 Jahr
1297|– Restlaufzeit größer 1 Jahr
1298|Ausstehende Einlagen auf das gezeichnete Kapital, eingefordert (Forderungen, nicht eingeforderte ausstehende Einlagen s. Konto 2910)
1299|Nachschüsse (Forderungen, Gegenkonto 2929)
1300|Sonstige Vermögensgegenstände
1301|– Restlaufzeit bis 1 Jahr
1305|– Restlaufzeit größer 1 Jahr
1307|Forderungen gegen GmbH-Gesellschafter
1308|– Restlaufzeit bis 1 Jahr
1309|– Restlaufzeit größer 1 Jahr
1310|Forderungen gegen Vorstandsmitglieder und Geschäftsführer
1311|– Restlaufzeit bis 1 Jahr
1315|– Restlaufzeit größer 1 Jahr
1317|Forderungen gegen persönlich haftende Gesellschafter
1318|– Restlaufzeit bis 1 Jahr
1319|– Restlaufzeit größer 1 Jahr
1320|Forderungen gegen Aufsichtsrats- und Beirats-Mitglieder
1321|– Restlaufzeit bis 1 Jahr
1325|– Restlaufzeit größer 1 Jahr
1330|Forderungen gegen sonstige Gesellschafter
1331|– Restlaufzeit bis 1 Jahr
1335|– Restlaufzeit größer 1 Jahr
1337|Forderungen gegen typisch stille Gesellschafter
1338|– Restlaufzeit bis 1 Jahr
1339|– Restlaufzeit größer 1 Jahr
1340|Forderungen gegen Personal aus Lohn- und Gehaltsabrechnung
1341|– Restlaufzeit bis 1 Jahr
1345|– Restlaufzeit größer 1 Jahr
1349|Ansprüche aus betrieblicher Altersversorgung und Pensionsansprüche (Mitunternehmer)28)
1350|Kautionen
1351|– Restlaufzeit bis 1 Jahr
1355|– Restlaufzeit größer 1 Jahr
1360|Darlehen
1361|– Restlaufzeit bis 1 Jahr
1365|– Restlaufzeit größer 1 Jahr
1369|Forderungen gegenüber Krankenkassen aus Aufwendungsausgleichsgesetz
1370|Durchlaufende Posten
1374|Fremdgeld
1375|Agenturwarenabrechnung
1376|Nachträglich abziehbare Vorsteuer nach § 15a Abs. 2 UStG
1377|Zurückzuzahlende Vorsteuer nach § 15a Abs. 2 UStG
1378|Ansprüche aus Rückdeckungsversicherungen
1380|Vermögensgegenstände zur Erfüllung von Pensionsrückstellungen und ähnlichen Verpflichtungen zum langfristigen Verbleib
1381|Vermögensgegenstände zur Saldierung mit Pensionsrückstellungen und ähnlichen Verpflichtungen zum langfristigen Verbleib nach § 246 Abs. 2 HGB
1382|Vermögensgegenstände zur Erfüllung von mit der Altersversorgung vergleichbaren langfristigen Verpflichtungen
1383|Vermögensgegenstände zur Saldierung mit der Altersversorgung vergleichbaren langfristigen Verpflichtungen nach § 246 Abs. 2 HGB
1390|GmbH-Anteile zum kurzfristigen Verbleib
1391|Forderungen gegen Arbeitsgemeinschaften
1393|Genussrechte
1394|Einzahlungsansprüche zu Nebenleistungen oder Zuzahlungen
1395|Genossenschaftsanteile zum kurzfristigen Verbleib
1396|Nachträglich abziehbare Vorsteuer nach § 15a Abs. 1 UStG, bewegliche Wirtschaftsgüter
1397|Zurückzuzahlende Vorsteuer nach § 15a Abs. 1 UStG, bewegliche Wirtschaftsgüter
1398|Nachträglich abziehbare Vorsteuer nach § 15a Abs. 1 UStG, unbewegliche Wirtschaftsgüter
1399|Zurückzuzahlende Vorsteuer nach § 15a Abs. 1 UStG, unbewegliche Wirtschaftsgüter
1400|Abziehbare Vorsteuer
1401|Abziehbare Vorsteuer 7 %
1402|Abziehbare Vorsteuer aus innergemeinschaftlichem Erwerb
1404|Abziehbare Vorsteuer aus innergemeinschaftlichem Erwerb 19 %
1406|Abziehbare Vorsteuer 19 %
1407|Abziehbare Vorsteuer nach § 13b UStG 19 %
1408|Abziehbare Vorsteuer nach § 13b UStG
1410|Aufzuteilende Vorsteuer
1411|Aufzuteilende Vorsteuer 7 %
1412|Aufzuteilende Vorsteuer aus innergemeinschaftlichem Erwerb
1413|Aufzuteilende Vorsteuer aus innergemeinschaftlichem Erwerb 19 %
1416|Aufzuteilende Vorsteuer 19 %
1417|Aufzuteilende Vorsteuer nach §§ 13a und 13b UStG
1419|Aufzuteilende Vorsteuer nach §§ 13a und 13b UStG 19 %
1420|Forderungen aus UmsatzsteuerVorauszahlungen
1422|Umsatzsteuerforderungen Vorjahr
1425|Umsatzsteuerforderungen frühere Jahre
1427|Forderungen aus entrichteten Verbrauchsteuern
1431|Abziehbare Vorsteuer aus der Auslagerung von Gegenständen aus einem Umsatzsteuerlager
1432|Abziehbare Vorsteuer aus innergemeinschaftlichem Erwerb von Neufahrzeugen von Lieferanten ohne USt-Identifikationsnummer
1433|Entstandene Einfuhrumsatzsteuer
1434|Vorsteuer in Folgeperiode/im Folgejahr abziehbar
1435|Forderungen aus Gewerbesteuerüberzahlungen
1436|Vorsteuer aus Erwerb als letzter Abnehmer innerhalb eines Dreiecksgeschäfts
1440|Steuererstattungsansprüche gegenüber anderen Ländern
1450|Körperschaftsteuerrückforderung
1456|Forderungen an das Finanzamt aus abgeführtem Bauabzugsbetrag
1457|Forderung gegenüber Bundesagentur für Arbeit
1460|Geldtransit
1480|Gegenkonto Vorsteuer § 4 Abs. 3 EStG
1481|Auflösung Vorsteuer aus Vorjahr § 4 Abs. 3 EStG
1482|Vorsteuer aus Investitionen § 4 Abs. 3 EStG
1486|Verrechnungskonto für Gewinnermittlung § 4 Abs. 3 EStG, nicht ergebniswirksam
1487|Wirtschaftsgüter des Umlaufvermögens nach § 4 Abs. 3 Satz 4 EStG
1490|Verrechnungskonto Ist-Versteuerung
1491|Neutralisierung ertragswirksamer Sachverhalte für § 4 Abs. 3 EStG
1494|Forderungen gegen Gesellschaft/ Gesamthand28)
1495|Verrechnungskonto erhaltene Anzahlungen bei Buchung über Debitorenkonto F 1496
1498|Überleitungskonto Kostenstellen
1500|Anteile an verbundenen Unternehmen (Umlaufvermögen)
1504|Anteile an herrschender oder mehrheitlich beteiligter Gesellschaft
1510|Sonstige Wertpapiere
1525|Andere Wertpapiere mit unwesentlichen Wertschwankungen
1530|Wertpapieranlagen im Rahmen der kurzfristigen Finanzdisposition Kassenbestand, Bundesbankguthaben, Guthaben bei Kreditinstituten und Schecks
1600|Kasse
1610|Nebenkasse 1
1620|Nebenkasse 2
1700|Bank (Postbank)
1710|Bank (Postbank 1)
1720|Bank (Postbank 2)
1730|Bank (Postbank 3)
1780|LZB-Guthaben
1790|Bundesbankguthaben
1800|Bank
1810|Bank 1
1820|Bank 2
1830|Bank 3
1840|Bank 4
1850|Bank 5
1890|Finanzmittelanlagen im Rahmen der kurzfristigen Finanzdisposition (nicht im Finanzmittelfonds enthalten)
1895|Verbindlichkeiten gegenüber Kreditinstituten (nicht im Finanzmittelfonds enthalten)
1900|Aktive Rechnungsabgrenzung
1920|Als Aufwand berücksichtigte Zölle und Verbrauchsteuern auf Vorräte
1930|Als Aufwand berücksichtigte Umsatzsteuer auf Anzahlungen
1940|Damnum/Disagio
1950|Aktive latente Steuern
2000|Festkapital
2001|Kapital (fester Anteil nur Einzelunternehmen)22)
2010|Variables Kapital
2011|Kapital (variabler Anteil, nur Einzelunternehmen)22) Fremdkapital Vollhafter
2020|Gesellschafter-Darlehen
2030|(zur freien Verfügung)
2050|Kommandit-Kapital
2060|Verlustausgleichskonto
2070|Gesellschafter-Darlehen
2100|Privatentnahmen allgemein
2101|Privatentnahmen allgemein (nur Einzelunternehmen)22)
2110|Privatentnahmen allgemein
2111|Privatentnahmen allgemein (nur Einzelunternehmen)22)
2120|Privatentnahmen allgemein
2121|Privatentnahmen allgemein (nur Einzelunternehmen)22)
2130|Unentgeltliche Wertabgaben
2131|Unentgeltliche Wertabgaben (nur Einzelunternehmen)22)
2140|Unentgeltliche Wertabgaben
2141|Unentgeltliche Wertabgaben (nur Einzelunternehmen)22)
2150|Privatsteuern
2151|Privatsteuern (nur Einzelunternehmen)22)
2160|Privatsteuern
2161|Privatsteuern (nur Einzelunternehmen)22)
2170|Privatsteuern
2171|Privatsteuern (nur Einzelunternehmen)22)
2180|Privateinlagen
2181|Privateinlagen (nur Einzelunternehmen)22)
2190|Privateinlagen
2191|Privateinlagen (nur Einzelunternehmen)22)
2200|Sonderausgaben beschränkt abzugsfähig
2201|Sonderausgaben beschränkt abzugsfähig (nur Einzelunternehmen)22)
2210|Sonderausgaben beschränkt abzugsfähig
2211|Sonderausgaben beschränkt abzugsfähig (nur Einzelunternehmen)22)
2220|Sonderausgaben beschränkt abzugsfähig
2221|Sonderausgaben beschränkt abzugsfähig (nur Einzelunternehmen)22)
2230|Sonderausgaben unbeschränkt abzugsfähig
2231|Sonderausgaben unbeschränkt abzugsfähig (nur Einzelunternehmen)22)
2240|Sonderausgaben unbeschränkt abzugsfähig
2241|Sonderausgaben unbeschränkt abzugsfähig (nur Einzelunternehmen)22)
2250|Zuwendungen, Spenden
2251|Zuwendungen, Spenden (nur Einzelunternehmen)22)
2260|Zuwendungen, Spenden
2261|Zuwendungen, Spenden (nur Einzelunternehmen)22)
2270|Zuwendungen, Spenden
2271|Zuwendungen, Spenden (nur Einzelunternehmen)22)
2280|Außergewöhnliche Belastungen
2281|Außergewöhnliche Belastungen (nur Einzelunternehmen)22)
2290|Außergewöhnliche Belastungen
2291|Außergewöhnliche Belastungen (nur Einzelunternehmen)22)
2300|Grundstücksaufwand
2301|Grundstücksaufwand (nur Einzelunternehmen)22)
2309|Grundstücksaufwand (Umsatzsteuerschlüssel möglich, nur Einzelunternehmen)10)22)
2310|Grundstücksaufwand
2311|Grundstücksaufwand (nur Einzelunternehmen)22)
2319|Grundstücksaufwand (Umsatzsteuerschlüssel möglich, nur Einzelunternehmen)10)22)
2320|Grundstücksaufwand
2321|Grundstücksaufwand (nur Einzelunternehmen)22)
2329|Grundstücksaufwand (Umsatzsteuerschlüssel möglich, nur Einzelunternehmen)10)22)
2330|Grundstücksaufwand
2331|Grundstücksaufwand (nur Einzelunternehmen)22)
2339|Grundstücksaufwand (Umsatzsteuerschlüssel möglich, nur Einzelunternehmen)10)22)
2340|Grundstücksaufwand
2341|Grundstücksaufwand (nur Einzelunternehmen)22)
2349|Grundstücksaufwand (Umsatzsteuerschlüssel möglich, nur Einzelunternehmen)10)22)
2350|Grundstücksertrag
2351|Grundstücksertrag (nur Einzelunternehmen)22)
2359|Grundstücksertrag (Umsatzsteuerschlüssel möglich, nur Einzelunternehmen)10)22)
2360|Grundstücksertrag
2361|Grundstücksertrag (nur Einzelunternehmen)22)
2369|Grundstücksertrag (Umsatzsteuerschlüssel möglich, nur Einzelunternehmen)10)22)
2370|Grundstücksertrag
2371|Grundstücksertrag (nur Einzelunternehmen)22)
2379|Grundstücksertrag (Umsatzsteuerschlüssel möglich, nur Einzelunternehmen)10)22)
2380|Grundstücksertrag
2381|Grundstücksertrag (nur Einzelunternehmen)22)
2389|Grundstücksertrag (Umsatzsteuerschlüssel möglich, nur Einzelunternehmen)10)22)
2390|Grundstücksertrag
2391|Grundstücksertrag (nur Einzelunternehmen)22)
2399|Grundstücksertrag (Umsatzsteuerschlüssel möglich, nur Einzelunternehmen)10)22) Privat (Fremdkapital) Teilhafter
2500|Auszahlungen allgemein (Teilhafter), Fremdkapital8)
2510|Auszahlungen allgemein (Teilhafter), Fremdkapital8)
2520|Auszahlungen allgemein (Teilhafter), Fremdkapital8)
2530|Unentgeltliche Wertabgaben (Teilhafter), Fremdkapital
2540|Unentgeltliche Wertabgaben (Teilhafter), Fremdkapital
2550|Privatsteuern (Teilhafter), Fremdkapital
2560|Privatsteuern (Teilhafter), Fremdkapital
2570|Privatsteuern (Teilhafter), Fremdkapital
2580|Einzahlungen (Teilhafter), Fremdkapital8)
2590|Einzahlungen (Teilhafter), Fremdkapital8)
2600|Sonderausgaben beschränkt abzugsfähig (Teilhafter), Fremdkapital
2610|Sonderausgaben beschränkt abzugsfähig (Teilhafter), Fremdkapital
2620|Sonderausgaben beschränkt abzugsfähig (Teilhafter), Fremdkapital
2630|Sonderausgaben unbeschränkt abzugsfähig (Teilhafter), Fremdkapital
2640|Sonderausgaben unbeschränkt abzugsfähig (Teilhafter), Fremdkapital
2650|Zuwendungen, Spenden (Teilhafter), Fremdkapital
2660|Zuwendungen, Spenden (Teilhafter), Fremdkapital
2670|Zuwendungen, Spenden (Teilhafter), Fremdkapital
2680|Außergewöhnliche Belastungen (Teilhafter), Fremdkapital
2690|Außergewöhnliche Belastungen (Teilhafter), Fremdkapital
2700|Grundstücksaufwand (Teilhafter), Fremdkapital
2710|Grundstücksaufwand (Teilhafter), Fremdkapital
2720|Grundstücksaufwand (Teilhafter), Fremdkapital
2730|Grundstücksaufwand (Teilhafter), Fremdkapital
2740|Grundstücksaufwand (Teilhafter), Fremdkapital
2750|Grundstücksertrag (Teilhafter), Fremdkapital
2760|Grundstücksertrag (Teilhafter), Fremdkapital
2770|Grundstücksertrag (Teilhafter), Fremdkapital
2780|Grundstücksertrag (Teilhafter), Fremdkapital
2790|Grundstücksertrag (Teilhafter), Fremdkapital
2900|Gezeichnetes Kapital17)
2901|Geschäftsguthaben der verbleibenden Mitglieder17)
2902|Geschäftsguthaben der ausscheidenden Mitglieder17)
2903|Geschäftsguthaben aus gekündigten Geschäftsanteilen17)
2906|Rückständige fällige Einzahlungen auf Geschäftsanteile, vermerkt17)
2907|Gegenkonto Rückständige fällige Einzahlungen auf Geschäftsanteile, vermerkt
2908|Kapitalerhöhung aus Gesellschaftsmitteln17)
2909|Erworbene eigene Anteile17)
2910|Ausstehende Einlagen auf das gezeichnete Kapital, nicht eingefordert (Passivausweis, vom gezeichneten Kapital offen abgesetzt; eingeforderte ausstehende Einlagen s. Konto 1298)
2920|Kapitalrücklage17)
2925|Kapitalrücklage durch Ausgabe von Anteilen über Nennbetrag17)
2926|Kapitalrücklage durch Ausgabe von Schuldverschreibungen für Wandlungsrechte und Optionsrechte zum Erwerb von Anteilen17)
2927|Kapitalrücklage durch Zuzahlungen gegen Gewährung eines Vorzugs für Anteile17)
2928|Kapitalrücklage durch Zuzahlungen in das Eigenkapital17)
2929|Nachschusskapital (Gegenkonto 1299)17) Gewinnrücklagen
2930|Gesetzliche Rücklage17)
2935|Rücklage für Anteile an einem herrschenden oder mehrheitlich beteiligten Unternehmen
2937|Andere Ergebnisrücklagen17)
2950|Satzungsmäßige Rücklagen17)
2959|Gesamthänderisch gebundene Rücklagen (mit Aufteilung für Kapitalkontenentwicklung)
2960|Andere Gewinnrücklagen17)
2961|Andere Gewinnrücklagen aus dem Erwerb eigener Anteile17)
2962|Eigenkapitalanteil von Wertaufholungen17)
2963|Gewinnrücklagen aus den Übergangsvorschriften BilMoG11)
2964|Gewinnrücklagen aus den Übergangsvorschriften BilMoG (Zuschreibung Sachanlagevermögen)11)
2965|Gewinnrücklagen aus den Übergangsvorschriften BilMoG (Zuschreibung Finanzanlagevermögen)11)
2966|Gewinnrücklagen aus den Übergangsvorschriften BilMoG (Auflösung der Sonderposten mit Rücklageanteil)11)
2967|Latente Steuern (Gewinnrücklage Haben) aus erfolgsneutralen Verrechnungen11)
2968|Latente Steuern (Gewinnrücklage Soll) aus erfolgsneutralen Verrechnungen11)
2969|Rechnungsabgrenzungsposten (Gewinnrücklage Soll) aus erfolgsneutralen Verrechnungen11)
2970|Gewinnvortrag vor Verwendung17)
2975|Gewinnvortrag vor Verwendung (mit Aufteilung für Kapitalkontenentwicklung)
2977|Verlustvortrag vor Verwendung (mit Aufteilung für Kapitalkontenentwicklung)
2978|Verlustvortrag vor Verwendung17)
2980|Übrige andere Sonderposten
2981|Steuerfreie Rücklagen nach § 6b EStG
2982|Rücklage für Ersatzbeschaffung
2988|Rücklage für Zuschüsse
2990|Sonderposten mit Rücklageanteil, Sonderabschreibungen6)
2995|Ausgleichsposten bei Entnahmen § 4g EStG
2997|Sonderposten mit Rücklageanteil nach § 7g Abs. 5 EStG
2998|Sonderposten für Zuschüsse Dritter
2999|Sonderposten für Investitionszulagen
3000|Rückstellungen für Pensionen und ähnliche Verpflichtungen
3005|Rückstellungen für Pensionen und ähnliche Verpflichtungen gegenüber Gesellschaftern oder nahe stehenden Personen
3009|Rückstellungen für Pensionen und ähnliche Verpflichtungen zur Saldierung mit Vermögensgegenständen zum langfristigen Verbleib nach § 246 Abs. 2 HGB
3010|Rückstellungen für Direktzusagen
3011|Rückstellungen für Zuschussverpflichtungen für Pensionskassen und Lebensversicherungen
3015|Rückstellungen für pensionsähnliche Verpflichtungen
3020|Steuerrückstellungen
3035|Gewerbesteuerrückstellung nach § 4 Abs. 5b EStG
3040|Körperschaftsteuerrückstellung
3050|Steuerrückstellung aus Steuerstundung (BStBK)
3060|Rückstellung für latente Steuern
3065|Passive latente Steuern
3070|Sonstige Rückstellungen
3074|Rückstellungen für Personalkosten
3075|Rückstellungen für unterlassene Aufwendungen für Instandhaltung, Nachholung in den ersten drei Monaten
3076|Rückstellungen für mit der Altersversorgung vergleichbare langfristige Verpflichtungen zum langfristigen Verbleib
3077|Rückstellungen für mit der Altersversorgung vergleichbare langfristige Verpflichtungen zur Saldierung mit Vermögensgegenständen zum langfristigen Verbleib nach § 246 Abs. 2 HGB
3079|Urlaubsrückstellungen
3085|Rückstellungen für Abraum- und Abfallbeseitigung
3090|Rückstellungen für Gewährleistungen (Gegenkonto 6790)
3092|Rückstellungen für drohende Verluste aus schwebenden Geschäften
3095|Rückstellungen für Abschluss- und Prüfungskosten
3096|Rückstellungen zur Erfüllung der Aufbewahrungspflichten
3099|Rückstellungen für Umweltschutz
3100|Anleihen, nicht konvertibel
3101|– Restlaufzeit bis 1 Jahr
3105|– Restlaufzeit 1 bis 5 Jahre
3110|– Restlaufzeit größer 5 Jahre
3120|Anleihen, konvertibel
3121|– Restlaufzeit bis 1 Jahr
3125|– Restlaufzeit 1 bis 5 Jahre
3130|– Restlaufzeit größer 5 Jahre
3150|Verbindlichkeiten gegenüber Kreditinstituten
3151|– Restlaufzeit bis 1 Jahr
3160|– Restlaufzeit 1 bis 5 Jahre
3170|– Restlaufzeit größer 5 Jahre
3180|Verbindlichkeiten gegenüber Kreditinstituten aus Teilzahlungsverträgen
3181|– Restlaufzeit bis 1 Jahr
3190|– Restlaufzeit 1 bis 5 Jahre
3200|– Restlaufzeit größer 5 Jahre
3210|Verbindlichkeiten gegenüber Kreditinstituten, vor Restlaufzeitdifferenzierung
3249|Gegenkonto 3150-3209 bei Aufteilung der Konten 3210-3248
3250|Erhaltene Anzahlungen auf Bestellungen (Verbindlichkeiten)
3260|Erhaltene, versteuerte Anzahlungen 7 % USt (Verbindlichkeiten)
3261|Erhaltene, versteuerte Anzahlungen 5 % USt (Verbindlichkeiten)
3264|Erhaltene, versteuerte Anzahlungen 0 % USt (Verbindlichkeiten)
3270|Erhaltene, versteuerte Anzahlungen 16 % USt (Verbindlichkeiten)
